"BeachName","DOW","Date","MonitoringOrg","Ecoli_1dGM","Ecoli_30dGM","Ecoli_units","ClosureYN","ClosureReason"
"Cedar - Main","27003900",2021-08-30,"MPRB",20.5,4.248264288,"cfu","N",""
"Cedar - Point","27003900",2021-08-30,"MPRB",22.5,16.1427663,"cfu","N",""
"Hiawatha","27001800",2021-08-30,"MPRB",776.5,203.7535643,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2021-08-30,"MPRB",183.5,246.745709,"cfu","Y","ecoli_30dayGM"
"Wirth","27003700",2021-08-30,"MPRB",1013,636.1754234,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2022-05-23,"MPRB",1,NA,"cfu","N",""
"Harriet - SE","27001600",2022-05-23,"MPRB",1.5,NA,"cfu","N",""
"Hiawatha","27001800",2022-05-23,"MPRB",9,NA,"cfu","N",""
"Nokomis - 50th","27001900",2022-05-23,"MPRB",5,NA,"cfu","N",""
"Nokomis - Main","27001900",2022-05-23,"MPRB",1,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-05-23,"MPRB",2,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-05-23,"MPRB",1,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-05-23,"MPRB",4.5,NA,"cfu","N",""
"Wirth","27003700",2022-05-23,"MPRB",15.5,NA,"cfu","N",""
"Cedar - East","27003900",2022-05-23,"MPRB",7.5,NA,"cfu","N",""
"Cedar - Main","27003900",2022-05-23,"MPRB",1,NA,"cfu","N",""
"Cedar - Point","27003900",2022-05-23,"MPRB",4.5,NA,"cfu","N",""
"Harriet - Main","27001600",2022-05-31,"MPRB",101.5,NA,"cfu","N",""
"Harriet - SE","27001600",2022-05-31,"MPRB",66.5,NA,"cfu","N",""
"Hiawatha","27001800",2022-05-31,"MPRB",1167.5,NA,"cfu","N",""
"Nokomis - 50th","27001900",2022-05-31,"MPRB",33,NA,"cfu","N",""
"Nokomis - Main","27001900",2022-05-31,"MPRB",9,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-05-31,"MPRB",69.5,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-05-31,"MPRB",30,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-05-31,"MPRB",81.5,NA,"cfu","N",""
"Wirth","27003700",2022-05-31,"MPRB",58,NA,"cfu","N",""
"Cedar - East","27003900",2022-05-31,"MPRB",47.5,NA,"cfu","N",""
"Cedar - Main","27003900",2022-05-31,"MPRB",48,NA,"cfu","N",""
"Cedar - Point","27003900",2022-05-31,"MPRB",74.5,NA,"cfu","N",""
"Harriet - Main","27001600",2022-06-06,"MPRB",9.5,NA,"cfu","N",""
"Harriet - SE","27001600",2022-06-06,"MPRB",79,NA,"cfu","N",""
"Hiawatha","27001800",2022-06-06,"MPRB",57,NA,"cfu","N",""
"Nokomis - 50th","27001900",2022-06-06,"MPRB",6,NA,"cfu","N",""
"Nokomis - Main","27001900",2022-06-06,"MPRB",2.5,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-06-06,"MPRB",4,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-06-06,"MPRB",24.5,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-06-06,"MPRB",1,NA,"cfu","N",""
"Wirth","27003700",2022-06-06,"MPRB",2,NA,"cfu","N",""
"Cedar - East","27003900",2022-06-06,"MPRB",79,NA,"cfu","N",""
"Cedar - Main","27003900",2022-06-06,"MPRB",NA,NA,"cfu","N",""
"Cedar - Point","27003900",2022-06-06,"MPRB",1,NA,"cfu","N",""
"Harriet - Main","27001600",2022-06-14,"MPRB",246,NA,"cfu","N",""
"Harriet - SE","27001600",2022-06-14,"MPRB",327.2,NA,"cfu","N",""
"Hiawatha","27001800",2022-06-14,"MPRB",306.9,NA,"cfu","N",""
"Nokomis - 50th","27001900",2022-06-14,"MPRB",25.8,NA,"cfu","N",""
"Nokomis - Main","27001900",2022-06-14,"MPRB",4.7,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-06-14,"MPRB",983.5,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-06-14,"MPRB",83.3,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-06-14,"MPRB",22.2,NA,"cfu","N",""
"Wirth","27003700",2022-06-14,"MPRB",12.2,NA,"cfu","N",""
"Cedar - East","27003900",2022-06-14,"MPRB",11.8,NA,"cfu","N",""
"Cedar - Main","27003900",2022-06-14,"MPRB",53.7,NA,"cfu","N",""
"Cedar - Point","27003900",2022-06-14,"MPRB",9.1,NA,"cfu","N",""
"Harriet - Main","27001600",2022-06-21,"MPRB",18,21.19,"cfu","N",""
"Harriet - SE","27001600",2022-06-21,"MPRB",41.2,40.29,"cfu","N",""
"Nokomis - 50th","27001900",2022-06-21,"MPRB",6.9,11.18,"cfu","N",""
"Nokomis - Main","27001900",2022-06-21,"MPRB",9.8,4,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-06-21,"MPRB",23.3,26.35,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-06-21,"MPRB",4.1,12.02,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-06-21,"MPRB",18.8,10.88,"cfu","N",""
"Wirth","27003700",2022-06-21,"MPRB",75.4,17.51,"cfu","N",""
"Cedar - East","27003900",2022-06-21,"MPRB",15.2,21.9,"cfu","N",""
"Cedar - Main","27003900",2022-06-21,"MPRB",15.6,14.16,"cfu","N",""
"Cedar - Point","27003900",2022-06-21,"MPRB",3.1,6.24,"cfu","N",""
"Hiawatha","27001800",2022-06-21,"MPRB",275.7,138.35,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2022-06-27,"MPRB",4.7,28.87,"cfu","N",""
"Harriet - SE","27001600",2022-06-27,"MPRB",2,42.68,"cfu","N",""
"Nokomis - 50th","27001900",2022-06-27,"MPRB",3,10.1,"cfu","N",""
"Nokomis - Main","27001900",2022-06-27,"MPRB",2.6,4.82,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-06-27,"MPRB",6.3,33.15,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-06-27,"MPRB",149,32.7,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-06-27,"MPRB",64.7,18.55,"cfu","N",""
"Wirth","27003700",2022-06-27,"MPRB",2.6,12.21,"cfu","N",""
"Cedar - East","27003900",2022-06-27,"MPRB",2,16.81,"cfu","N",""
"Cedar - Main","27003900",2022-06-27,"MPRB",11.9,26.31,"cfu","N",""
"Cedar - Point","27003900",2022-06-27,"MPRB",10.5,7.39,"cfu","N",""
"Hiawatha","27001800",2022-06-27,"MPRB",132.7,236.96,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2022-07-05,"MPRB",8.6,17.6,"cfu","N",""
"Harriet - SE","27001600",2022-07-05,"MPRB",32.3,36.94,"cfu","N",""
"Nokomis - 50th","27001900",2022-07-05,"MPRB",5.2,6.96,"cfu","N",""
"Nokomis - Main","27001900",2022-07-05,"MPRB",8.5,4.76,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-07-05,"MPRB",104.1,35.94,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-07-05,"MPRB",9.2,25.78,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-07-05,"MPRB",7,11.34,"cfu","N",""
"Wirth","27003700",2022-07-05,"MPRB",2.6,6.53,"cfu","N",""
"Cedar - East","27003900",2022-07-05,"MPRB",3.1,9.74,"cfu","N",""
"Cedar - Main","27003900",2022-07-05,"MPRB",21.1,21.41,"cfu","N",""
"Cedar - Point","27003900",2022-07-05,"MPRB",3.6,4.03,"cfu","N",""
"Hiawatha","27001800",2022-07-05,"MPRB",191.8,165.11,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2022-07-11,"MPRB",27.2,21.73,"cfu","N",""
"Harriet - SE","27001600",2022-07-11,"MPRB",42.2,32.59,"cfu","N",""
"Nokomis - 50th","27001900",2022-07-11,"MPRB",8.6,7.48,"cfu","N",""
"Nokomis - Main","27001900",2022-07-11,"MPRB",13.3,6.65,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-07-11,"MPRB",529.7,95.5,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-07-11,"MPRB",28.4,26.55,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-07-11,"MPRB",951,44.68,"cfu","N",""
"Wirth","27003700",2022-07-11,"MPRB",1,5.69,"cfu","N",""
"Cedar - East","27003900",2022-07-11,"MPRB",6.4,5.88,"cfu","N",""
"Cedar - Main","27003900",2022-07-11,"MPRB",5.8,16.49,"cfu","N",""
"Hiawatha","27001800",2022-07-11,"MPRB",62.7,168.29,"cfu","Y","ecoli_30dayGM"
"Cedar - Point","27003900",2022-07-11,"MPRB",2420,19.15,"cfu","Y","ecoli_1dayGM"
"Cedar - Point","27003900",2022-07-13,"MPRB",29,NA,"cfu","N",""
"Harriet - Main","27001600",2022-07-18,"MPRB",12.7,12.01,"cfu","N",""
"Harriet - SE","27001600",2022-07-18,"MPRB",5.8,14.52,"cfu","N",""
"Nokomis - 50th","27001900",2022-07-18,"MPRB",5.8,5.54,"cfu","N",""
"Nokomis - Main","27001900",2022-07-18,"MPRB",25.7,9.36,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-07-18,"MPRB",11.1,17.74,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-07-18,"MPRB",97.3,60.07,"cfu","N",""
"Wirth","27003700",2022-07-18,"MPRB",2.1,3.99,"cfu","N",""
"Cedar - East","27003900",2022-07-18,"MPRB",2.6,4.33,"cfu","N",""
"Cedar - Point","27003900",2022-07-18,"MPRB",14.5,21,"cfu","N",""
"Hiawatha","27001800",2022-07-18,"MPRB",90.9,131.93,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2022-07-18,"MPRB",1454.2,103.27,"cfu","Y","ecoli_1dayGM"
"Cedar - Main","27003900",2022-07-18,"MPRB",2419.8,35.32,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2022-07-20,"MPRB",53.8,NA,"cfu","N",""
"Cedar - Main","27003900",2022-07-20,"MPRB",50.6,NA,"cfu","N",""
"Harriet - Main","27001600",2022-07-25,"MPRB",1,6.74,"cfu","N",""
"Harriet - SE","27001600",2022-07-25,"MPRB",4.1,9.16,"cfu","N",""
"Hiawatha","27001800",2022-07-25,"MPRB",61.6,97.76,"cfu","N",""
"Nokomis - 50th","27001900",2022-07-25,"MPRB",17.5,6.69,"cfu","N",""
"Nokomis - Main","27001900",2022-07-25,"MPRB",5.2,8.25,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-07-25,"MPRB",22.2,102.32,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-07-25,"MPRB",7.8,20.15,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-07-25,"MPRB",24.4,63.28,"cfu","N",""
"Wirth","27003700",2022-07-25,"MPRB",1,1.68,"cfu","N",""
"Cedar - East","27003900",2022-07-25,"MPRB",1,2.51,"cfu","N",""
"Cedar - Main","27003900",2022-07-25,"MPRB",1,20.38,"cfu","N",""
"Cedar - Point","27003900",2022-07-25,"MPRB",130.8,44.39,"cfu","N",""
"Harriet - Main","27001600",2022-08-01,"MPRB",1,4.94,"cfu","N",""
"Harriet - SE","27001600",2022-08-01,"MPRB",14.6,13.62,"cfu","N",""
"Hiawatha","27001800",2022-08-01,"MPRB",18.7,66.07,"cfu","N",""
"Nokomis - 50th","27001900",2022-08-01,"MPRB",2.6,6.48,"cfu","N",""
"Nokomis - Main","27001900",2022-08-01,"MPRB",13.3,11.49,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-08-01,"MPRB",22.1,13.76,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-08-01,"MPRB",348.8,88.63,"cfu","N",""
"Wirth","27003700",2022-08-01,"MPRB",4.1,1.85,"cfu","N",""
"Cedar - East","27003900",2022-08-01,"MPRB",1,2.19,"cfu","N",""
"Cedar - Main","27003900",2022-08-01,"MPRB",4.2,16.51,"cfu","N",""
"Cedar - Point","27003900",2022-08-01,"MPRB",1.5,30.1,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-08-01,"MPRB",23.5,133.08,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2022-08-08,"MPRB",101,8.1,"cfu","N",""
"Harriet - SE","27001600",2022-08-08,"MPRB",84.4,16.51,"cfu","N",""
"Nokomis - 50th","27001900",2022-08-08,"MPRB",4.7,6.34,"cfu","N",""
"Nokomis - Main","27001900",2022-08-08,"MPRB",14.7,12.84,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-08-08,"MPRB",47.1,19.09,"cfu","N",""
"Wirth","27003700",2022-08-08,"MPRB",1,1.53,"cfu","N",""
"Cedar - East","27003900",2022-08-08,"MPRB",1,1.75,"cfu","N",""
"Cedar - Main","27003900",2022-08-08,"MPRB",8.1,13.62,"cfu","N",""
"Cedar - Point","27003900",2022-08-08,"MPRB",82,56.23,"cfu","N",""
"Hiawatha","27001800",2022-08-08,"MPRB",1426.4,98.7,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2022-08-08,"MPRB",111.1,134.83,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2022-08-08,"MPRB",53.2,133.16,"cfu","Y","ecoli_30dayGM"
"Hiawatha","27001800",2022-08-10,"MPRB",788.6,NA,"cfu","N",""
"Harriet - Main","27001600",2022-08-15,"MPRB",7.1,6.18,"cfu","N",""
"Harriet - SE","27001600",2022-08-15,"MPRB",1,7.81,"cfu","N",""
"Hiawatha","27001800",2022-08-15,"MPRB",87.8,105.56,"cfu","N",""
"Nokomis - 50th","27001900",2022-08-15,"MPRB",21.4,7.61,"cfu","N",""
"Nokomis - Main","27001900",2022-08-15,"MPRB",2.1,8.83,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-08-15,"MPRB",87.5,94.06,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-08-15,"MPRB",19.7,17.75,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-08-15,"MPRB",8.9,52.31,"cfu","N",""
"Wirth","27003700",2022-08-15,"MPRB",3.1,1.92,"cfu","N",""
"Cedar - East","27003900",2022-08-15,"MPRB",1,1.21,"cfu","N",""
"Cedar - Main","27003900",2022-08-15,"MPRB",3.6,12.38,"cfu","N",""
"Cedar - Point","27003900",2022-08-15,"MPRB",2.6,14.27,"cfu","N",""
"Harriet - Main","27001600",2022-08-22,"MPRB",4.5,5.03,"cfu","N",""
"Harriet - SE","27001600",2022-08-22,"MPRB",5.5,7.74,"cfu","N",""
"Hiawatha","27001800",2022-08-22,"MPRB",112,110.05,"cfu","N",""
"Nokomis - 50th","27001900",2022-08-22,"MPRB",23.1,10.05,"cfu","N",""
"Nokomis - Main","27001900",2022-08-22,"MPRB",25.2,8.8,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-08-22,"MPRB",1171.3,45.08,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2022-08-22,"MPRB",462,71.44,"cfu","N",""
"Wirth","27003700",2022-08-22,"MPRB",617,6.01,"cfu","N",""
"Cedar - East","27003900",2022-08-22,"MPRB",1.5,1.08,"cfu","N",""
"Cedar - Main","27003900",2022-08-22,"MPRB",602,9.37,"cfu","N",""
"Cedar - Point","27003900",2022-08-22,"MPRB",112.5,21.52,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2022-08-22,"MPRB",1305,92.04,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2022-08-24,"MPRB",1209.8,NA,"cfu","N",""
"Harriet - Main","27001600",2022-08-29,"MPRB",32.6,10.08,"cfu","N",""
"Harriet - SE","27001600",2022-08-29,"MPRB",291.5,18.16,"cfu","N",""
"Bde Maka Ska - Main","27003100",2022-08-29,"MPRB",78.3,71.59,"cfu","N",""
"Wirth","27003700",2022-08-29,"MPRB",188.1,17.13,"cfu","N",""
"Cedar - East","27003900",2022-08-29,"MPRB",176.2,3.05,"cfu","N",""
"Cedar - Main","27003900",2022-08-29,"MPRB",51.1,20.58,"cfu","N",""
"Cedar - Point","27003900",2022-08-29,"MPRB",51.7,17.87,"cfu","N",""
"Hiawatha","27001800",2022-08-29,"MPRB",2419.6,229.31,"cfu","Y","ecoli_1dayGM"
"Nokomis - 50th","27001900",2022-08-29,"MPRB",51.7,12.48,"cfu","Y","microcystin"
"Nokomis - Main","27001900",2022-08-29,"MPRB",82.5,15.29,"cfu","Y","microcystin"
"Bde Maka Ska - 32nd","27003100",2022-08-29,"MPRB",793.3,188.2,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2022-08-29,"MPRB",1063.2,151.99,"cfu","Y","ecoli_30dayGM"
"Nokomis - 50th","27001900",2022-09-06,"MPRB",NA,NA,"cfu","Y","microcystin"
"Nokomis - Main","27001900",2022-09-06,"MPRB",NA,NA,"cfu","Y","microcystin"
"Nokomis - 50th","27001900",2022-09-12,"MPRB",NA,NA,"cfu","Y","microcystin"
"Nokomis - Main","27001900",2022-09-12,"MPRB",NA,NA,"cfu","Y","microcystin"
"Nokomis - 50th","27001900",2022-09-19,"MPRB",NA,NA,"cfu","Y","microcystin"
"Nokomis - Main","27001900",2022-09-19,"MPRB",NA,NA,"cfu","Y","microcystin"
"Nokomis - 50th","27001900",2022-09-27,"MPRB",NA,NA,"cfu","N",""
"Nokomis - Main","27001900",2022-09-27,"MPRB",NA,NA,"cfu","N",""
"Nokomis - Main","27001900",2023-05-22,"MPRB",16.8,NA,"cfu","N",""
"Wirth","27003700",2023-05-22,"MPRB",3.6,NA,"cfu","N",""
"Harriet - Main","27001600",2023-05-30,"MPRB",NA,NA,"cfu","N",""
"Harriet - SE","27001600",2023-05-30,"MPRB",NA,NA,"cfu","N",""
"Nokomis - Main","27001900",2023-05-30,"MPRB",1.5,NA,"cfu","N",""
"Wirth","27003700",2023-05-30,"MPRB",50.2,NA,"cfu","N",""
"Harriet - Main","27001600",2023-06-05,"MPRB",26.5,NA,"cfu","N",""
"Harriet - SE","27001600",2023-06-05,"MPRB",59.5,NA,"cfu","N",""
"Hiawatha","27001800",2023-06-05,"MPRB",328,NA,"cfu","N",""
"Nokomis - 50th","27001900",2023-06-05,"MPRB",10,NA,"cfu","N",""
"Nokomis - Main","27001900",2023-06-05,"MPRB",7,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-06-05,"MPRB",28,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-06-05,"MPRB",34,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2023-06-05,"MPRB",9.5,NA,"cfu","N",""
"Wirth","27003700",2023-06-05,"MPRB",32.5,NA,"cfu","N",""
"Cedar - East","27003900",2023-06-05,"MPRB",3.5,NA,"cfu","N",""
"Cedar - Main","27003900",2023-06-05,"MPRB",36,NA,"cfu","N",""
"Cedar - Point","27003900",2023-06-05,"MPRB",34.5,NA,"cfu","N",""
"Harriet - Main","27001600",2023-06-12,"MPRB",14.3,NA,"cfu","N",""
"Harriet - SE","27001600",2023-06-12,"MPRB",123.3,NA,"cfu","N",""
"Hiawatha","27001800",2023-06-12,"MPRB",818.25,NA,"cfu","N",""
"Nokomis - 50th","27001900",2023-06-12,"MPRB",16.7,NA,"cfu","N",""
"Nokomis - Main","27001900",2023-06-12,"MPRB",61.05,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-06-12,"MPRB",76.7,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-06-12,"MPRB",16,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2023-06-12,"MPRB",17.55,NA,"cfu","N",""
"Wirth","27003700",2023-06-12,"MPRB",4.25,NA,"cfu","N",""
"Cedar - East","27003900",2023-06-12,"MPRB",28,NA,"cfu","N",""
"Cedar - Main","27003900",2023-06-12,"MPRB",57.9,NA,"cfu","N",""
"Cedar - Point","27003900",2023-06-12,"MPRB",28.55,NA,"cfu","N",""
"Harriet - Main","27001600",2023-06-20,"MPRB",26.4,NA,"cfu","N",""
"Harriet - SE","27001600",2023-06-20,"MPRB",16.5,NA,"cfu","N",""
"Hiawatha","27001800",2023-06-20,"MPRB",30.2,NA,"cfu","N",""
"Nokomis - 50th","27001900",2023-06-20,"MPRB",10.15,NA,"cfu","N",""
"Nokomis - Main","27001900",2023-06-20,"MPRB",1.5,6.9,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-06-20,"MPRB",41.55,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-06-20,"MPRB",12.8,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2023-06-20,"MPRB",25.77,NA,"cfu","N",""
"Wirth","27003700",2023-06-20,"MPRB",68.7,17.65,"cfu","N",""
"Cedar - East","27003900",2023-06-20,"MPRB",10,NA,"cfu","N",""
"Cedar - Main","27003900",2023-06-20,"MPRB",20.85,NA,"cfu","N",""
"Cedar - Point","27003900",2023-06-20,"MPRB",7.15,NA,"cfu","N",""
"Harriet - Main","27001600",2023-06-26,"MPRB",33,NA,"cfu","N",""
"Harriet - SE","27001600",2023-06-26,"MPRB",91.4,NA,"cfu","N",""
"Nokomis - 50th","27001900",2023-06-26,"MPRB",532.35,NA,"cfu","N",""
"Nokomis - Main","27001900",2023-06-26,"MPRB",666.8,14.5,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-06-26,"MPRB",637.25,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-06-26,"MPRB",422.9,NA,"cfu","N",""
"Wirth","27003700",2023-06-26,"MPRB",58.05,30.79,"cfu","N",""
"Cedar - East","27003900",2023-06-26,"MPRB",13.7,NA,"cfu","N",""
"Cedar - Main","27003900",2023-06-26,"MPRB",164.35,NA,"cfu","N",""
"Cedar - Point","27003900",2023-06-26,"MPRB",459.2,NA,"cfu","N",""
"Hiawatha","27001800",2023-06-26,"MPRB",2420,NA,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - Thomas","27003100",2023-06-26,"MPRB",2419.6,NA,"cfu","Y","ecoli_1dayGM"
"Hiawatha","27001800",2023-06-28,"MPRB",579.4,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2023-06-28,"MPRB",87.3,NA,"cfu","N",""
"Harriet - Main","27001600",2023-07-05,"MPRB",15.65,22.01,"cfu","N",""
"Harriet - SE","27001600",2023-07-05,"MPRB",308.5,80.66,"cfu","N",""
"Nokomis - 50th","27001900",2023-07-05,"MPRB",40.75,32.59,"cfu","N",""
"Nokomis - Main","27001900",2023-07-05,"MPRB",35.45,27.3,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-07-05,"MPRB",90.6,87.58,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-07-05,"MPRB",68.2,45.77,"cfu","N",""
"Wirth","27003700",2023-07-05,"MPRB",4.1,18.65,"cfu","N",""
"Cedar - East","27003900",2023-07-05,"MPRB",2.05,7.73,"cfu","N",""
"Cedar - Main","27003900",2023-07-05,"MPRB",77.3,56.03,"cfu","N",""
"Cedar - Point","27003900",2023-07-05,"MPRB",31.5,39.96,"cfu","N",""
"Hiawatha","27001800",2023-07-05,"MPRB",2420,543.6,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - Thomas","27003100",2023-07-05,"MPRB",1378.2,107.45,"cfu","Y","ecoli_1dayGM"
"Harriet - Main","27001600",2023-07-10,"MPRB",5.75,16.22,"cfu","N",""
"Harriet - SE","27001600",2023-07-10,"MPRB",27.35,69.04,"cfu","N",""
"Nokomis - 50th","27001900",2023-07-10,"MPRB",4.65,27.96,"cfu","N",""
"Nokomis - Main","27001900",2023-07-10,"MPRB",1,18.5,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-07-10,"MPRB",13.95,76.19,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-07-10,"MPRB",1.5,24.52,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2023-07-10,"MPRB",3.6,88.5,"cfu","N",""
"Wirth","27003700",2023-07-10,"MPRB",1,9.3,"cfu","N",""
"Cedar - East","27003900",2023-07-10,"MPRB",1,6.01,"cfu","N",""
"Cedar - Main","27003900",2023-07-10,"MPRB",13.45,46.01,"cfu","N",""
"Cedar - Point","27003900",2023-07-10,"MPRB",89.47,48.35,"cfu","N",""
"Hiawatha","27001800",2023-07-10,"MPRB",80.7,410.66,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2023-07-17,"MPRB",1.33,10.09,"cfu","N",""
"Harriet - SE","27001600",2023-07-17,"MPRB",29.5,51.87,"cfu","N",""
"Nokomis - 50th","27001900",2023-07-17,"MPRB",21.3,29.36,"cfu","N",""
"Nokomis - Main","27001900",2023-07-17,"MPRB",40,17,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-07-17,"MPRB",19.5,57.93,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-07-17,"MPRB",13.8,23.8,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2023-07-17,"MPRB",36.4,102.4,"cfu","N",""
"Wirth","27003700",2023-07-17,"MPRB",1.5,7.55,"cfu","N",""
"Cedar - East","27003900",2023-07-17,"MPRB",1,3.09,"cfu","N",""
"Cedar - Main","27003900",2023-07-17,"MPRB",109.25,52.24,"cfu","N",""
"Cedar - Point","27003900",2023-07-17,"MPRB",19.05,44.59,"cfu","N",""
"Hiawatha","27001800",2023-07-17,"MPRB",691.6,397.08,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2023-07-24,"MPRB",8.65,8.07,"cfu","N",""
"Harriet - SE","27001600",2023-07-24,"MPRB",37.27,61.05,"cfu","N",""
"Nokomis - 50th","27001900",2023-07-24,"MPRB",15.3,31.87,"cfu","N",""
"Nokomis - Main","27001900",2023-07-24,"MPRB",15.45,27.1,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-07-24,"MPRB",172.55,77.02,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-07-24,"MPRB",14.3,24.34,"cfu","N",""
"Wirth","27003700",2023-07-24,"MPRB",1,3.24,"cfu","N",""
"Cedar - East","27003900",2023-07-24,"MPRB",4.15,2.59,"cfu","N",""
"Cedar - Main","27003900",2023-07-24,"MPRB",15.6,49.3,"cfu","N",""
"Cedar - Point","27003900",2023-07-24,"MPRB",127.75,79.37,"cfu","N",""
"Hiawatha","27001800",2023-07-24,"MPRB",63.75,461.07,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2023-07-24,"MPRB",224.85,157.93,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2023-07-31,"MPRB",4.15,5.33,"cfu","N",""
"Harriet - SE","27001600",2023-07-31,"MPRB",2.05,28.56,"cfu","N",""
"Nokomis - 50th","27001900",2023-07-31,"MPRB",3.1,10.82,"cfu","N",""
"Nokomis - Main","27001900",2023-07-31,"MPRB",2.55,8.9,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-07-31,"MPRB",21.55,39.12,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-07-31,"MPRB",7.95,10.99,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2023-07-31,"MPRB",245.7,99.95,"cfu","N",""
"Wirth","27003700",2023-07-31,"MPRB",121.15,3.75,"cfu","N",""
"Cedar - East","27003900",2023-07-31,"MPRB",1,1.53,"cfu","N",""
